,ID,Ele1,Wt1,Ele2,Wt2,Ele3,Wt3,Reactor,NH3,Space Velocity,Temperature,Conversion,Standard Error,nAveraged,Groups
28,94,Ru,3.0,Os,1.0,K,12.0,0.0,1,2065.228426395939,300,0.28230258702549693,0.003751135175256964,2,63536
30,94,Ru,3.0,Os,1.0,K,12.0,0.0,1,2065.228426395939,350,0.8518130854916347,0.008638388528925048,3,63536
33,94,Ru,3.0,Os,1.0,K,12.0,0.0,1,2065.228426395939,400,1.0,0.0,3,63536
36,94,Ru,3.0,Os,1.0,K,12.0,0.0,1,2065.228426395939,450,1.0,0.0,3,63536
39,95,Ru,2.0,Os,2.0,K,12.0,1.0,1,2050.886699507389,250,0.145816768069677,0.005579905738342046,4,63536
43,95,Ru,2.0,Os,2.0,K,12.0,1.0,1,2050.886699507389,300,0.278879213306371,0.00036494755301000326,2,63536
45,95,Ru,2.0,Os,2.0,K,12.0,1.0,1,2050.886699507389,350,0.879119181946504,0.0036584140240000654,3,63536
48,95,Ru,2.0,Os,2.0,K,12.0,1.0,1,2050.886699507389,400,0.9996200743476934,0.00037992565230667485,3,63536
51,95,Ru,2.0,Os,2.0,K,12.0,1.0,1,2050.886699507389,450,1.0,0.0,3,63536
54,96,Ru,1.0,Os,3.0,K,12.0,2.0,1,2136.502463054187,250,0.1476776770349887,0.01099456859272232,4,63536
58,96,Ru,1.0,Os,3.0,K,12.0,2.0,1,2136.502463054187,300,0.34238343481340194,0.014066282384666921,2,63536
60,96,Ru,1.0,Os,3.0,K,12.0,2.0,1,2136.502463054187,350,0.8994259443781992,0.007263784254496555,3,63536
63,96,Ru,1.0,Os,3.0,K,12.0,2.0,1,2136.502463054187,400,0.9661248472441671,0.00626858748603368,3,63536
66,96,Ru,1.0,Os,3.0,K,12.0,2.0,1,2136.502463054187,450,0.9501577885785975,0.0007313315962104507,3,63536
69,97,Ru,3.0,Pt,1.0,K,12.0,4.0,1,1889.7425742574255,250,0.12458194788514923,0.003637046464591669,4,65208
73,97,Ru,3.0,Pt,1.0,K,12.0,4.0,1,1889.7425742574255,300,0.22344097906924398,0.008420629801172974,2,65208
75,97,Ru,3.0,Pt,1.0,K,12.0,4.0,1,1889.7425742574255,350,0.3799260112018437,0.0013292668876372267,3,65208
78,97,Ru,3.0,Pt,1.0,K,12.0,4.0,1,1889.7425742574255,400,0.8959445731961752,0.006872150060412488,3,65208
81,97,Ru,3.0,Pt,1.0,K,12.0,4.0,1,1889.7425742574255,450,1.0,0.0,3,65208
84,98,Ru,2.0,Pt,2.0,K,12.0,5.0,1,1770.4253731343285,250,0.045337279662851726,0.00520846400734156,4,65208
88,98,Ru,2.0,Pt,2.0,K,12.0,5.0,1,1770.4253731343285,300,0.07249731472230647,0.012096534467160523,2,65208
90,98,Ru,2.0,Pt,2.0,K,12.0,5.0,1,1770.4253731343285,350,0.09557004373274831,0.01606611368113859,3,65208
93,98,Ru,2.0,Pt,2.0,K,12.0,5.0,1,1770.4253731343285,400,0.2297270208853457,0.012611208810060453,3,65208
96,98,Ru,2.0,Pt,2.0,K,12.0,5.0,1,1770.4253731343285,450,0.4563828522629804,0.006817982310392368,3,65208
99,99,Ru,1.0,Pt,3.0,K,12.0,6.0,1,2223.85,250,0.13355983404668878,0.005792034320777904,4,65208
103,99,Ru,1.0,Pt,3.0,K,12.0,6.0,1,2223.85,300,0.14914356369043302,0.0033205528623529985,2,65208
105,99,Ru,1.0,Pt,3.0,K,12.0,6.0,1,2223.85,350,0.20211936987674364,0.009103824063073198,3,65208
108,99,Ru,1.0,Pt,3.0,K,12.0,6.0,1,2223.85,400,0.3681285737352156,0.009933124607581476,3,65208
111,99,Ru,1.0,Pt,3.0,K,12.0,6.0,1,2223.85,450,0.7079525474569421,0.00986069222334334,3,65208
114,100,Ru,3.0,Au,1.0,K,12.0,7.0,1,1892.6757425742576,250,0.244877163143324,0.0056551336388833895,4,66044
118,100,Ru,3.0,Au,1.0,K,12.0,7.0,1,1892.6757425742576,300,0.5870587105786245,0.0061828015517895185,2,66044
120,100,Ru,3.0,Au,1.0,K,12.0,7.0,1,1892.6757425742576,350,0.7281442331175173,0.004862808146074072,3,66044
123,100,Ru,3.0,Au,1.0,K,12.0,7.0,1,1892.6757425742576,400,0.7354706275507977,0.0032625283736747246,3,66044
126,100,Ru,3.0,Au,1.0,K,12.0,7.0,1,1892.6757425742576,450,0.7482903255106913,0.0019280832032746275,3,66044
129,101,Ru,2.0,Au,2.0,K,12.0,9.0,1,1951.730198019802,250,0.2674625306546662,0.003643697586678804,4,66044
133,101,Ru,2.0,Au,2.0,K,12.0,9.0,1,1951.730198019802,300,0.3002245046807015,0.00956599523846649,2,66044
135,101,Ru,2.0,Au,2.0,K,12.0,9.0,1,1951.730198019802,350,0.43865122139436935,0.009493348987056238,3,66044
138,101,Ru,2.0,Au,2.0,K,12.0,9.0,1,1951.730198019802,400,0.8361871721637705,0.008001831797843523,3,66044
141,101,Ru,2.0,Au,2.0,K,12.0,9.0,1,1951.730198019802,450,1.0,0.0,3,66044
144,102,Ru,1.0,Au,3.0,K,12.0,10.0,1,2197.5634517766503,250,0.22394779279371776,0.009214284215942857,4,66044
148,102,Ru,1.0,Au,3.0,K,12.0,10.0,1,2197.5634517766503,300,0.2280695027582535,0.0126433324443605,2,66044
150,102,Ru,1.0,Au,3.0,K,12.0,10.0,1,2197.5634517766503,350,0.22653734133573866,0.007856134606899337,3,66044
153,102,Ru,1.0,Au,3.0,K,12.0,10.0,1,2197.5634517766503,400,0.37915208883869206,0.01820288932747498,3,66044
156,102,Ru,1.0,Au,3.0,K,12.0,10.0,1,2197.5634517766503,450,0.8235300663597197,0.00709819192677448,3,66044
159,103,Ru,3.0,Nb,1.0,K,12.0,11.0,1,2342.4875621890546,250,0.09293198147357198,0.0021104177026029566,4,34276
163,103,Ru,3.0,Nb,1.0,K,12.0,11.0,1,2342.4875621890546,300,0.11760905902053148,0.009319238220427517,2,34276
165,103,Ru,3.0,Nb,1.0,K,12.0,11.0,1,2342.4875621890546,350,0.22185450035465867,0.012630568454552982,3,34276
168,103,Ru,3.0,Nb,1.0,K,12.0,11.0,1,2342.4875621890546,400,0.45411251684541365,0.009867696939871804,3,34276
171,103,Ru,3.0,Nb,1.0,K,12.0,11.0,1,2342.4875621890546,450,0.9303286398156997,0.0031463404938593363,3,34276
174,104,Ru,2.0,Nb,2.0,K,12.0,12.0,1,1986.7326732673264,250,0.07424647535087503,0.0021098510386936063,4,34276
178,104,Ru,2.0,Nb,2.0,K,12.0,12.0,1,1986.7326732673264,300,0.08066764570937945,0.0020650895729314995,2,34276
180,104,Ru,2.0,Nb,2.0,K,12.0,12.0,1,1986.7326732673264,350,0.1326796124417767,0.005607460446595855,3,34276
183,104,Ru,2.0,Nb,2.0,K,12.0,12.0,1,1986.7326732673264,400,0.35864114510866624,0.00989618446531844,3,34276
186,104,Ru,2.0,Nb,2.0,K,12.0,12.0,1,1986.7326732673264,450,0.9143500091507812,0.00739010002473767,3,34276
189,105,Ru,1.0,Nb,3.0,K,12.0,13.0,1,1956.4469696969693,250,0.1185929018159465,0.01185952731566548,4,34276
193,105,Ru,1.0,Nb,3.0,K,12.0,13.0,1,1956.4469696969693,300,0.16615866517031852,0.021057327846066533,2,34276
195,105,Ru,1.0,Nb,3.0,K,12.0,13.0,1,1956.4469696969693,350,0.12221833312381536,0.01855118328309532,3,34276
198,105,Ru,1.0,Nb,3.0,K,12.0,13.0,1,1956.4469696969693,400,0.142709084795228,0.008177045313480156,3,34276
201,105,Ru,1.0,Nb,3.0,K,12.0,13.0,1,1956.4469696969693,450,0.14327491376479332,0.01777781749803342,3,34276
1372,106,Ru,3.0,In,1.0,K,12.0,11.0,1,2401.1330049261082,250,0.15546940002838236,0.0037734472816129136,3,40964
1364,106,Ru,3.0,In,1.0,K,12.0,11.0,1,2401.1330049261082,300,0.21178127138152328,0.03360216946549991,3,40964
1366,106,Ru,3.0,In,1.0,K,12.0,11.0,1,2401.1330049261082,350,0.5428255781637499,0.03332083285970875,6,40964
1369,106,Ru,3.0,In,1.0,K,12.0,11.0,1,2401.1330049261082,400,0.9444880969248081,0.012512700826094892,3,40964
1387,107,Ru,2.0,In,2.0,K,12.0,12.0,1,2192.9310344827586,250,0.08840158862287,0.012340127326101933,3,40964
1379,107,Ru,2.0,In,2.0,K,12.0,12.0,1,2192.9310344827586,300,0.09359997858950464,0.01763102252784144,3,40964
1381,107,Ru,2.0,In,2.0,K,12.0,12.0,1,2192.9310344827586,350,0.07573590871176167,0.01241143130446766,6,40964
1384,107,Ru,2.0,In,2.0,K,12.0,12.0,1,2192.9310344827586,400,0.12124333807459797,0.012765253094508832,5,40964
1396,107,Ru,2.0,In,2.0,K,12.0,12.0,1,2192.9310344827586,450,0.197033105749058,,1,40964
1405,108,Ru,1.0,In,3.0,K,12.0,13.0,1,2268.817733990148,250,0.13278260739452533,0.012356638419475872,3,40964
1397,108,Ru,1.0,In,3.0,K,12.0,13.0,1,2268.817733990148,300,0.16893513724040501,0.017321362675461815,3,40964
1399,108,Ru,1.0,In,3.0,K,12.0,13.0,1,2268.817733990148,350,0.1762591894948257,0.00934001634625325,6,40964
1402,108,Ru,1.0,In,3.0,K,12.0,13.0,1,2268.817733990148,400,0.1777257695802254,0.011234128250617165,5,40964
1414,108,Ru,1.0,In,3.0,K,12.0,13.0,1,2268.817733990148,450,0.27088689763709195,,1,40964
1210,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1,2182.375,250,0.192028827143785,0.007877532162556617,3,-1144
1202,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1,2182.375,300,0.2268991280862327,0.005719348182747294,3,-1144
1204,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1,2182.375,350,0.35116955489856716,0.006763802243481138,6,-1144
1207,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1,2182.375,400,0.732661662732332,0.008945232596671699,5,-1144
1219,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1,2182.375,450,1.0,,1,-1144
1228,113,Ru,2.0,Ni,2.0,--,0.0,1.0,1,2156.7000000000007,250,0.01960210012882735,0.009874854339808845,3,-1232
1220,113,Ru,2.0,Ni,2.0,--,0.0,1.0,1,2156.7000000000007,300,0.088563920932568,0.005939375014744296,3,-1232
1222,113,Ru,2.0,Ni,2.0,--,0.0,1.0,1,2156.7000000000007,350,0.13566275750334914,0.005966359220235288,6,-1232
1225,113,Ru,2.0,Ni,2.0,--,0.0,1.0,1,2156.7000000000007,400,0.3582080272852462,0.004661346244348804,5,-1232
1237,113,Ru,2.0,Ni,2.0,--,0.0,1.0,1,2156.7000000000007,450,0.7603274889282141,,1,-1232
1246,114,Ru,2.0,Co,2.0,--,0.0,3.0,1,2305.7881773399013,250,0.07640477510167099,0.0036889296321223034,3,-1188
1238,114,Ru,2.0,Co,2.0,--,0.0,3.0,1,2305.7881773399013,300,0.14989185486347834,0.018386753512223193,3,-1188
1240,114,Ru,2.0,Co,2.0,--,0.0,3.0,1,2305.7881773399013,350,0.2742546147015827,0.00960559222636273,6,-1188
1243,114,Ru,2.0,Co,2.0,--,0.0,3.0,1,2305.7881773399013,400,0.6047510922480175,0.009066707352292532,5,-1188
1255,114,Ru,2.0,Co,2.0,--,0.0,3.0,1,2305.7881773399013,450,0.9744170022045,,1,-1188
1264,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1,1973.063725490196,250,0.127009865971536,0.008520433371973026,3,-1100
1256,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1,1973.063725490196,300,0.1924418844057784,0.03669919964920705,3,-1100
1258,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1,1973.063725490196,350,0.5400282904309178,0.006814363989572212,6,-1100
1261,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1,1973.063725490196,400,0.9738847379675317,0.008088475638828791,5,-1100
1273,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1,1973.063725490196,450,1.0,,1,-1100
1282,116,Ru,2.0,Os,2.0,--,0.0,5.0,1,1832.8,250,0.14899591778901333,0.0030319705026159195,3,-3344
1274,116,Ru,2.0,Os,2.0,--,0.0,5.0,1,1832.8,300,0.2671261724370753,0.023047795351334225,3,-3344
1276,116,Ru,2.0,Os,2.0,--,0.0,5.0,1,1832.8,350,0.6124791921205517,0.013798787169639016,6,-3344
1279,116,Ru,2.0,Os,2.0,--,0.0,5.0,1,1832.8,400,0.9459354680681467,0.0044588378505532825,5,-3344
1291,116,Ru,2.0,Os,2.0,--,0.0,5.0,1,1832.8,450,0.9720652495357822,,1,-3344
1300,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1,2178.425,250,0.15259822192451566,0.00831462594685034,3,-1320
1292,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1,2178.425,300,0.19537865012968636,0.012529160523788404,3,-1320
1294,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1,2178.425,350,0.2578652771607994,0.006644477229185278,6,-1320
1297,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1,2178.425,400,0.3962636043072886,0.004483220232176121,5,-1320
1309,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1,2178.425,450,0.6465398525519199,,1,-1320
1318,118,Ru,2.0,Mo,2.0,--,0.0,7.0,1,2047.351485148515,250,0.0,0.0,3,-1848
1310,118,Ru,2.0,Mo,2.0,--,0.0,7.0,1,2047.351485148515,300,0.11621192354771233,0.015305888127590326,3,-1848
1312,118,Ru,2.0,Mo,2.0,--,0.0,7.0,1,2047.351485148515,350,0.4198775461457935,0.008560273731897257,6,-1848
1315,118,Ru,2.0,Mo,2.0,--,0.0,7.0,1,2047.351485148515,400,0.8228289127058146,0.008628636715311371,5,-1848
1327,118,Ru,2.0,Mo,2.0,--,0.0,7.0,1,2047.351485148515,450,0.8773939499765071,,1,-1848
1336,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1,2283.960396039604,250,0.15264016382649934,0.006552168615827677,3,-1980
1328,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1,2283.960396039604,300,0.24547800384192872,0.00715624983727105,3,-1980
1330,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1,2283.960396039604,350,0.43997601999477903,0.00868133192390511,6,-1980
1333,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1,2283.960396039604,400,0.8382849841166928,0.005879230108581445,5,-1980
1345,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1,2283.960396039604,450,1.0,,1,-1980
1460,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1,2165.170511534604,250,0.0027814847714693336,0.0014195376488305366,3,-3432
1463,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1,2165.170511534604,300,0.07675449644144168,0.008221756106509402,3,-3432
1466,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1,2165.170511534604,350,0.363596331612829,0.007008074441849345,3,-3432
1469,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1,2165.170511534604,400,0.8211256033454922,0.0049139671855292074,3,-3432
1472,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1,2165.170511534604,450,0.9131192187317921,0.010231077326165215,3,-3432
1475,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1,2465.6505800231,250,0.063343948720058,0.004653701319355423,3,-3168
1478,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1,2465.6505800231,300,0.12275925724988368,0.00523185364291687,3,-3168
1481,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1,2465.6505800231,350,0.46999556997605163,0.004365274634167059,3,-3168
1484,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1,2465.6505800231,400,0.9437279203382344,0.010658692158375727,3,-3168
1487,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1,2465.6505800231,450,0.9560610846426206,0.0027872808626161036,3,-3168
1490,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1,1961.76900216592,250,0.1164939875009147,0.0037648491565038197,3,-3388
1493,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1,1961.76900216592,300,0.25033641076231467,0.0032522811987226665,3,-3388
1496,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1,1961.76900216592,350,0.6298074485873766,0.013641464562003571,3,-3388
1499,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1,1961.76900216592,400,1.0,0.0,3,-3388
1502,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1,1961.76900216592,450,1.0,0.0,3,-3388
1505,123,Ru,2.0,Y,2.0,--,0.0,5.0,1,1829.3480996727922,250,0.029357520777608004,0.01423997217069781,3,-1716
1508,123,Ru,2.0,Y,2.0,--,0.0,5.0,1,1829.3480996727922,300,0.07592021348148033,0.010374370609792655,3,-1716
1511,123,Ru,2.0,Y,2.0,--,0.0,5.0,1,1829.3480996727922,350,0.4823589562121817,0.011377030652958791,3,-1716
1514,123,Ru,2.0,Y,2.0,--,0.0,5.0,1,1829.3480996727922,400,0.8017611532420675,0.0026422064740346607,3,-1716
1517,123,Ru,2.0,Y,2.0,--,0.0,5.0,1,1829.3480996727922,450,0.8452152734534599,0.015400820436146576,3,-1716
1520,124,Y,4.0,K,12.0,--,0.0,6.0,1,2333.99209486166,250,0.14850698511174568,0.0013295758091916691,3,-741
1523,124,Y,4.0,K,12.0,--,0.0,6.0,1,2333.99209486166,300,0.14130958203490637,0.0028362135751366694,3,-741
1526,124,Y,4.0,K,12.0,--,0.0,6.0,1,2333.99209486166,350,0.17660877076836598,0.009055736135185156,3,-741
1529,124,Y,4.0,K,12.0,--,0.0,6.0,1,2333.99209486166,400,0.21623829309457032,0.0131863234066793,3,-741
1532,124,Y,4.0,K,12.0,--,0.0,6.0,1,2333.99209486166,450,0.38117569212604846,0.011145290347628775,3,-741
1535,125,Y,4.0,-,0.0,--,0.0,7.0,1,1990.779357821215,250,0.17535000840396267,0.004556120675556058,3,39
1538,125,Y,4.0,-,0.0,--,0.0,7.0,1,1990.779357821215,300,0.17636659790278833,0.0036647740306470253,3,39
1541,125,Y,4.0,-,0.0,--,0.0,7.0,1,1990.779357821215,350,0.19406656833987299,0.01674074732262888,3,39
1544,125,Y,4.0,-,0.0,--,0.0,7.0,1,1990.779357821215,400,0.18883445302919533,0.005756179480763544,3,39
1547,125,Y,4.0,-,0.0,--,0.0,7.0,1,1990.779357821215,450,0.22123749205614232,0.010869969133259364,3,39
1550,126,Ru,1.0,Y,3.0,--,0.0,9.0,1,2232.9357522301293,250,0.18241125692366136,0.006451598832963477,3,-1716
1553,126,Ru,1.0,Y,3.0,--,0.0,9.0,1,2232.9357522301293,300,0.2864816886919417,0.003701274203591643,3,-1716
1556,126,Ru,1.0,Y,3.0,--,0.0,9.0,1,2232.9357522301293,350,0.6945474678011309,0.01186523222096232,3,-1716
1559,126,Ru,1.0,Y,3.0,--,0.0,9.0,1,2232.9357522301293,400,1.0,0.0,3,-1716
1562,126,Ru,1.0,Y,3.0,--,0.0,9.0,1,2232.9357522301293,450,1.0,0.0,3,-1716
227,171,Ru,3.0,Hf,1.0,K,10.0,0.0,1,2183.417085427136,250,0.05127906526048326,0.026052710737709654,4,60192
225,171,Ru,3.0,Hf,1.0,K,10.0,0.0,1,2183.417085427136,300,0.9222522898283898,0.0003229225415813941,2,60192
222,171,Ru,3.0,Hf,1.0,K,10.0,0.0,1,2183.417085427136,350,0.9938443290313576,0.00615567096864241,3,60192
219,171,Ru,3.0,Hf,1.0,K,10.0,0.0,1,2183.417085427136,400,1.0,0.0,3,60192
239,172,Ru,3.0,Sr,1.0,Cs,10.0,1.0,1,2183.417085427136,250,0.08312257087308328,0.019732326660462252,4,91960
237,172,Ru,3.0,Sr,1.0,Cs,10.0,1.0,1,2183.417085427136,300,0.3868447922738865,0.017089587396235506,2,91960
234,172,Ru,3.0,Sr,1.0,Cs,10.0,1.0,1,2183.417085427136,350,0.47651858097211597,0.009561008528214074,3,91960
231,172,Ru,3.0,Sr,1.0,Cs,10.0,1.0,1,2183.417085427136,400,0.824741755335013,0.027844634885235954,3,91960
251,173,Ru,3.0,Ca,1.0,Ba,20.0,2.0,1,2183.417085427136,250,0.1780633854466215,0.0152981963914579,4,49280
249,173,Ru,3.0,Ca,1.0,Ba,20.0,2.0,1,2183.417085427136,300,0.4290303539230975,0.02007282412903147,2,49280
246,173,Ru,3.0,Ca,1.0,Ba,20.0,2.0,1,2183.417085427136,350,0.7624809157822923,0.030485792224732283,3,49280
243,173,Ru,3.0,Ca,1.0,Ba,20.0,2.0,1,2183.417085427136,400,1.0,0.0,3,49280
263,174,Ru,3.0,Y,1.0,Na,20.0,3.0,1,2161.691542288557,250,0.010627262244301272,0.007080526193212089,4,18876
261,174,Ru,3.0,Y,1.0,Na,20.0,3.0,1,2161.691542288557,300,0.46255887931618356,0.014094768111382492,2,18876
258,174,Ru,3.0,Y,1.0,Na,20.0,3.0,1,2161.691542288557,350,0.7385219841046613,0.016567538897005036,3,18876
255,174,Ru,3.0,Y,1.0,Na,20.0,3.0,1,2161.691542288557,400,0.9998176865728304,0.00018231342716953,3,18876
275,175,Ru,3.0,Hf,1.0,Cs,5.0,4.0,1,2172.5,250,0.09469791908063671,0.014852390223660309,4,174240
273,175,Ru,3.0,Hf,1.0,Cs,5.0,4.0,1,2172.5,300,0.228009167496965,0.0027464805626929985,2,174240
270,175,Ru,3.0,Hf,1.0,Cs,5.0,4.0,1,2172.5,350,0.7587748025969212,0.00839335206240757,3,174240
267,175,Ru,3.0,Hf,1.0,Cs,5.0,4.0,1,2172.5,400,0.865556361237582,0.014440045209260765,3,174240
287,176,Ru,3.0,Mg,1.0,Rb,25.0,5.0,1,2161.691542288557,250,0.03011918193116575,0.021467089151855367,4,19536
285,176,Ru,3.0,Mg,1.0,Rb,25.0,5.0,1,2161.691542288557,300,0.14481107676522897,0.014496462133032016,2,19536
282,176,Ru,3.0,Mg,1.0,Rb,25.0,5.0,1,2161.691542288557,350,0.72908368726979,0.052006496824345966,3,19536
279,176,Ru,3.0,Mg,1.0,Rb,25.0,5.0,1,2161.691542288557,400,0.7979400400951228,0.010153197502680612,3,19536
299,177,Ru,3.0,Hf,1.0,Na,20.0,6.0,1,2183.417085427136,250,0.029339343521330746,0.018693654219803107,4,34848
297,177,Ru,3.0,Hf,1.0,Na,20.0,6.0,1,2183.417085427136,300,0.02803130544777449,0.028031305447774487,2,34848
294,177,Ru,3.0,Hf,1.0,Na,20.0,6.0,1,2183.417085427136,350,0.5690215424163756,0.008377361227992118,3,34848
291,177,Ru,3.0,Hf,1.0,Na,20.0,6.0,1,2183.417085427136,400,0.9544054881551362,0.015899154223318463,3,34848
311,178,Ru,3.0,Sr,1.0,Na,10.0,7.0,1,2140.3940886699506,250,0.05464930418214076,0.009359930745872012,4,18392
309,178,Ru,3.0,Sr,1.0,Na,10.0,7.0,1,2140.3940886699506,300,0.44867848919726905,0.0014575316944760162,2,18392
306,178,Ru,3.0,Sr,1.0,Na,10.0,7.0,1,2140.3940886699506,350,0.9591359472814948,0.026676329245672134,3,18392
303,178,Ru,3.0,Sr,1.0,Na,10.0,7.0,1,2140.3940886699506,400,0.9810296506705947,0.01167657557144478,3,18392
323,179,Ru,3.0,Y,1.0,Ba,15.0,9.0,1,2172.5,250,0.20238142934241776,0.013797791925251272,4,96096
321,179,Ru,3.0,Y,1.0,Ba,15.0,9.0,1,2172.5,300,0.4405131689685,0.027401247133289033,2,96096
318,179,Ru,3.0,Y,1.0,Ba,15.0,9.0,1,2172.5,350,0.8544899810467464,0.02809898883221346,3,96096
315,179,Ru,3.0,Y,1.0,Ba,15.0,9.0,1,2172.5,400,0.9748012370267144,0.013140352408176341,3,96096
359,180,Ru,3.0,Hf,1.0,K,5.0,13.0,1,2150.9900990099013,250,0.07697605206028951,0.01696427154463535,4,60192
357,180,Ru,3.0,Hf,1.0,K,5.0,13.0,1,2150.9900990099013,300,0.26087637325360347,0.040190050279675434,2,60192
354,180,Ru,3.0,Hf,1.0,K,5.0,13.0,1,2150.9900990099013,350,0.6326333884904404,0.036994183364914064,3,60192
351,180,Ru,3.0,Hf,1.0,K,5.0,13.0,1,2150.9900990099013,400,0.9707048150937592,0.015070964467676773,3,60192
335,181,Ru,3.0,Mg,1.0,Cs,25.0,11.0,1,2150.9900990099013,250,0.15478691297062652,0.0802390220899959,4,29040
333,181,Ru,3.0,Mg,1.0,Cs,25.0,11.0,1,2150.9900990099013,300,0.46815350811612055,0.015316083296751548,2,29040
330,181,Ru,3.0,Mg,1.0,Cs,25.0,11.0,1,2150.9900990099013,350,0.9586903773699141,0.020809650069540095,3,29040
327,181,Ru,3.0,Mg,1.0,Cs,25.0,11.0,1,2150.9900990099013,400,0.9485984513259295,0.0038863296293314606,3,29040
347,182,Ru,3.0,Hf,1.0,Rb,25.0,12.0,1,2150.9900990099013,250,0.012140174526963256,0.011963337165419977,4,117216
345,182,Ru,3.0,Hf,1.0,Rb,25.0,12.0,1,2150.9900990099013,300,0.358571798051735,0.007198893860589971,2,117216
342,182,Ru,3.0,Hf,1.0,Rb,25.0,12.0,1,2150.9900990099013,350,0.835503721213525,0.033757898200368334,3,117216
339,182,Ru,3.0,Hf,1.0,Rb,25.0,12.0,1,2150.9900990099013,400,0.8670730265322101,0.01360306543560292,3,117216
371,183,Ru,3.0,Ca,1.0,K,15.0,14.0,1,2183.417085427136,250,0.010578369750091743,0.010578369750091743,4,16720
369,183,Ru,3.0,Ca,1.0,K,15.0,14.0,1,2183.417085427136,300,0.3301920269754265,0.035169722173309485,2,16720
366,183,Ru,3.0,Ca,1.0,K,15.0,14.0,1,2183.417085427136,350,0.728766099511931,0.07110530992058131,3,16720
363,183,Ru,3.0,Ca,1.0,K,15.0,14.0,1,2183.417085427136,400,0.936663648954963,0.03173440818900354,3,16720
