,Atomic Number_wt-mad,Atomic Number_wt-mean,Atomic Volume_wt-mad,Atomic Volume_wt-mean,Atomic Weight_wt-mad,Atomic Weight_wt-mean,Bi Loading,Boiling Temperature_wt-mad,Boiling Temperature_wt-mean,Ca Loading,Co Loading,Conductivity_wt-mad,Conductivity_wt-mean,Covalent Radius_wt-mad,Covalent Radius_wt-mean,Cr Loading,Cu Loading,Density_wt-mad,Density_wt-mean,Dipole Polarizability_wt-mad,Dipole Polarizability_wt-mean,Eighth Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Electron Affinity_wt-mad,Electron Affinity_wt-mean,Electronegativity_wt-mad,Electronegativity_wt-mean,Element Dictionary,Fe Loading,Fifth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,First Ionization Energy_wt-mad,First Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fusion Enthalpy_wt-mad,Fusion Enthalpy_wt-mean,GS Bandgap_wt-mad,GS Bandgap_wt-mean,GS Energy_wt-mad,GS Energy_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Fusion_wt-mad,Heat Fusion_wt-mean,Hf Loading,In Loading,Ir Loading,IsAlkali_wt-mad,IsAlkali_wt-mean,IsDBlock_wt-mad,IsDBlock_wt-mean,IsFBlock_wt-mad,IsFBlock_wt-mean,IsMetal_wt-mad,IsMetal_wt-mean,IsMetalloid_wt-mad,IsMetalloid_wt-mean,IsNonmetal_wt-mad,IsNonmetal_wt-mean,K Loading,Measured Conversion,Melting Temperature_wt-mad,Melting Temperature_wt-mean,Mendeleev Number_wt-mad,Mendeleev Number_wt-mean,Mg Loading,Mn Loading,Mo Loading,Ni Loading,Number Unfilled Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Valence Electrons_wt-mad,Number Valence Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Os Loading,Pd Loading,Periodic Table Column_wt-mad,Periodic Table Column_wt-mean,Periodic Table Row_wt-mad,Periodic Table Row_wt-mean,Polarizability_wt-mad,Polarizability_wt-mean,Pt Loading,Re Loading,Rh Loading,Ru Loading,Sc Loading,Second Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sr Loading,Third Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,W Loading,XRD 2TH 11.10,XRD 2TH 12.79,XRD 2TH 16.19,XRD 2TH 17.50,XRD 2TH 18.15,XRD 2TH 18.94,XRD 2TH 19.60,XRD 2TH 21.84,XRD 2TH 26.74,XRD 2TH 28.61,XRD 2TH 32.10,XRD 2TH 33.59,XRD 2TH 34.26,XRD 2TH 35.35,XRD 2TH 36.03,XRD 2TH 37.12,XRD 2TH 38.49,XRD 2TH 40.14,XRD 2TH 40.83,XRD 2TH 46.27,XRD 2TH 50.54,XRD 2TH 53.42,Y Loading,Zn Loading,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,ammonia_concentration,n_averaged,n_elements,phi_wt-mad,phi_wt-mean,reactor_number,space_velocity,standard error,temperature,predictions
34_300_0,531.25,21.25,2308.5040588532706,61.484669448750005,2466.8582724933335,44.9956,0.0,3402750.166666666,1497.25,0.0,0.0,13893.5,111.0,30727.083333333336,188.125,0.0,0.0,11998634.0,2405.5,741.2898130106495,34.968333333749996,31437.800099999997,149.405,2443.2287499999998,48.9625,1.5209125000000001,1.05375,"dict_items([('Ru', 2), ('Mg', 2.0), ('K', 12)])",0.0,8918.432118749999,79.65375,33.09268873897104,5.13133935,5049.165582828125,59.3406875,125.73572500000003,7.635000000000001,0.0,0.0,-8.54158219133141,-2.16526801975,0.4879355833333333,0.725375,741.2123267083333,28.316125000000003,125.73572500000003,7.635000000000001,0.0,0.0,0.0,0.5833333333333334,0.875,0.041666666666666664,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.404469788,894002.9560583333,693.6475,751.4166666666667,17.75,0.02,0.0,0.0,0.0,2.0833333333333335,1.25,7.333333333333333,2.0,0.375,0.375,2.041666666666667,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,7.333333333333333,2.0,16.0,4.0,741.2898130106495,34.968333333749996,0.0,0.0,0.0,0.02,0.0,585.5613052113708,27.69690875,19920.598775000002,116.2975,14006.816599999998,97.89500000000001,0.0,2467.174484962083,47.9312125,0.0,0.01584580484267338,0.0011354077007120335,0.052740529805573234,0.09292308588332356,0.1170205870690728,0.13003104072918792,0.13882507064882324,0.07864083496861071,0.00020306330827504424,0.4499273428131901,0.00636471575405406,0.009153926396847246,0.0106747868949843,0.15348697720534293,0.045039669296912624,0.06546153263823433,0.04530170978256545,0.05477780978837327,0.21194978251968696,0.13711210887745373,0.12203893454053598,0.08586156305165478,0.0,0.0,0.1368375,0.33375,3.0592749999999995,1.9362499999999998,0.202365625,0.525625,1.685696875,1.410625,9.287578125,3.346875,1.053984576,6.0,3.0,10.336875000000003,2.79375,11.0,2304.825,0.013313795,300.0,0.5712952274700005
51_300_0,1409.9583333333335,30.875,2130.313309114594,60.707403364375004,7572.13877266,70.1106,0.0,8060528.1875,2143.1875,0.0,0.0,6159.71875,84.1875,32661.416666666668,191.75,0.0,0.0,54391887.333333336,5024.5,748.0609125,35.10375,17990.8608,116.16,4365.761874999999,57.36874999999999,2.143033333333334,1.195,"dict_items([('Ru', 1), ('W', 3.0), ('K', 12)])",0.0,5124.5067,61.995,33.84800843046329,5.19003435,2782.5210749999997,45.6825,434.2031645833334,13.971250000000001,0.0,0.0,-29.66509993680724,-3.8275944991250004,0.22817054166666664,0.607375,733.9544812500002,28.254375000000003,434.2031645833334,13.971250000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.288939823,2452156.8077249997,1108.1475,561.4583333333333,15.3125,0.0,0.0,0.0,0.0,7.791666666666667,2.125,48.333333333333336,5.0,3.9375,1.3125,4.354166666666666,1.1875,0.0,0.0,12.25,2.625,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,11.875,2.375,22.1875,4.4375,748.0609125,35.10375,0.0,0.0,0.0,0.01,0.0,597.3654958333334,27.78875,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1341.9398497500001,36.133875,0.03,0.008759354163310928,-0.0019880355152646547,0.05730589998063474,0.09458790988648202,0.11930753189417463,0.13599550017964548,0.138266919449164,0.08899442106360002,0.013977883135642466,1.100905649723892,0.005730664985676682,0.004718845328306671,0.003420926164091456,0.19787802502145246,0.02709856363739365,0.039141711649471125,0.026211099836929548,0.04280070233603879,0.4665973326842239,0.0966117505604425,0.08662428939321523,0.04764435704331328,0.0,0.0,0.1956375,0.41625,3.3958463541666664,1.9878124999999998,0.21655000000000002,0.5325,1.8943317708333336,1.4553125,10.36380625,3.443125,1.2126592859999998,3.0,3.0,12.138749999999998,2.925,12.0,1909.9646460000001,0.012289353000000001,300.0,0.5310802931400002
44_300_0,659.75,22.75,2033.337218116939,60.093499995,3103.9026429150003,48.456987500000004,0.0,4745085.041666666,1694.875,0.0,0.0,10908.583333333332,103.5625,30561.0,187.875,0.02,0.0,20914184.833333336,3080.75,753.2403916666665,35.0725,23642.833024999996,139.2475,4065.9999999999995,57.0,1.7121000000000004,1.0975000000000001,"dict_items([('Ru', 2), ('Cr', 2.0), ('K', 12)])",0.0,5375.7306499999995,70.6775,30.91102982350135,5.021373725,2852.3264624999997,51.8275,189.90333333333336,9.200000000000001,0.0,0.0,-20.85838720897301,-3.1606985485,0.3146115,0.653625,722.0008375,28.126250000000002,189.90333333333336,9.200000000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.352000575,1452986.142308333,850.7725,553.5,15.375,0.0,0.0,0.0,0.0,7.333333333333333,2.0,12.5,2.5,2.6666666666666665,1.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12.5,2.5,17.875,4.125,753.2403916666665,35.0725,0.0,0.0,0.0,0.02,0.0,602.8728502287499,27.8782125,15024.692475,108.1925,8160.038032375626,85.87936250000001,0.0,1465.7006990000002,41.78325,0.0,0.0040619651389243545,-0.002018941365899253,0.05368960609333786,0.09382521363818404,0.11672065629550098,0.13097636526145,0.13593578387443375,0.08565459043488757,0.008170930430596798,0.4267329168605472,0.0011853217324837642,-0.0018949973842015675,-0.0007598964187309036,0.11831983932830073,0.01892955799235978,0.02854520988262928,0.020215833457849497,0.02804432248847568,0.12635678837213649,0.07623576488175443,0.03754014017008092,0.02685638506317045,0.0,0.0,0.13018333333333332,0.365,3.263975,1.9662499999999998,0.21820312500000003,0.534375,1.7922302083333332,1.431875,9.894207291666666,3.3981250000000003,1.00752587,5.0,3.0,12.069375000000003,2.94375,6.0,2109.974874,0.01169539,300.0,0.38866942117000036
40_300_0,735.5833333333333,24.25,2010.944177061147,60.113705239375,3443.137046272917,51.942687500000005,0.0,5191620.8125,1802.4375,0.0,0.0,10811.619999999999,104.49375,29542.791666666664,187.375,0.0,0.0,25956726.25,3518.125,688.6768083333333,34.6475,20008.5954,126.285,5434.091458333332,62.293749999999996,1.8846979166666669,1.146875,"dict_items([('Ru', 3), ('Ni', 1.0), ('K', 12)])",0.0,5297.1808,66.74875,32.963955990078595,5.113078725,2843.93169375,49.113749999999996,196.2286322916667,10.079375,0.0,0.0,-15.277782637955816,-2.89379386475,0.307046625,0.6401249999999999,753.19934375,28.340625000000003,196.2286322916667,10.079375,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.555772206,1322369.9970999998,849.21,662.5,16.5625,0.0,0.0,0.0,0.01,3.7916666666666665,1.625,18.208333333333332,2.875,1.1458333333333333,0.6875,9.0625,1.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,18.208333333333332,2.875,18.145833333333332,4.1875,688.6768083333333,34.6475,0.0,0.0,0.0,0.03,0.0,621.2280979197001,28.0005525,12087.3276,96.4825,8430.810000000001,81.30000000000001,0.0,1528.583224,41.892,0.0,0.14348674858388705,0.11238787423409284,0.2737195241612076,0.08613410380195494,0.1203793296337378,0.10738121340060527,0.1116198220073452,0.16257406773016636,0.1914924455849535,3.9138915203186446,0.2260154428013537,0.129025690556779,0.1712975595173826,0.2251838472429734,0.4148047550620608,0.2572351612997762,0.16553664232732668,0.1807249844222978,1.350424485949938,0.3909368382846621,0.16309218819966334,0.07953508991996201,0.0,0.0,0.1265578125,0.37406249999999996,3.1596249999999997,1.9625,0.21046093750000003,0.5328125,1.7370703125000002,1.4296875,9.5829296875,3.3921875,1.010270775,5.0,3.0,12.957083333333337,3.0250000000000004,12.0,2115.225,0.049665642,300.0,0.3510049981850002
107_300_0,966.0,25.875,2380.8922414247186,61.84221508125,4786.069477255833,56.309725,0.0,4212000.0,1620.0,0.0,0.0,10216.580833333333,101.725,30810.25,188.25,0.0,0.0,21234224.0,3102.0,725.3667666666665,34.82875,17990.8608,116.16,3129.965,52.574999999999996,1.7800000000000005,1.1125,"dict_items([('Ru', 2), ('In', 2.0), ('K', 12)])",0.0,5124.5067,61.995,28.556280172877806,4.898854975000001,3012.5092874999996,52.4325,102.96985233333334,6.986375,0.0,0.0,-9.96041621639869,-2.305834226,0.2564985,0.626625,765.1400000000001,28.550000000000004,102.96985233333334,6.986375,0.0,0.02,0.0,0.25,0.75,0.041666666666666664,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.134311166,710627.8145999999,631.99125,831.9166666666666,18.625,0.0,0.0,0.0,0.0,6.25,1.875,24.75,3.375,0.375,0.375,12.041666666666668,2.125,0.0,0.0,0.0,0.0,1.0416666666666667,0.625,0.041666666666666664,0.125,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,24.75,3.375,19.833333333333336,4.25,725.3667666666665,34.82875,0.0,0.0,0.0,0.02,0.0,631.7151833787501,28.1762875,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1412.4025340000003,41.417,0.0,0.11758514766725832,0.08164629877333388,0.33988150960997,0.05322160459830892,0.05504670470473797,0.07771598099797558,0.08509112074234823,0.1595441123109776,0.24084504434821946,0.31543457614650605,0.2445873227647103,0.13722627540434745,0.19113012533763316,0.21508482499398168,0.37071816947420894,0.2430172832986328,0.15286135885356547,0.12314831504078964,0.0778838765753465,0.3991942711433621,0.016506701737509552,0.060552056316886,0.0,0.0,0.148975,0.37875,3.0424333333333333,1.9337499999999999,0.189115625,0.5181250000000001,1.710546875,1.415625,9.316844791666666,3.349375,1.0470275070000001,3.0,3.0,10.9725,2.85,12.0,2192.931034,0.016839121000000002,300.0,0.2861851262850001
76_300_0,1347.4583333333333,27.6875,2566.5782347644745,61.64759115437501,7138.4179108125,61.335625,0.01,4176189.166666666,1718.125,0.0,0.0,7527.0353562499995,99.30562499999999,31290.291666666664,188.875,0.0,0.0,27397270.25,3572.625,607.6648083333332,34.2475,17990.8608,116.16,4897.798124999999,60.99374999999999,1.9383000000000004,1.15375,"dict_items([('Ru', 3), ('Bi', 1.0), ('K', 12)])",0.0,4540.768349999999,65.495,32.21995608417298,5.090934975,2576.3226937499994,48.513749999999995,167.90403700000002,9.681000000000001,0.0,0.0,-13.293432335477029,-2.7955044791250003,0.23084666666666667,0.62,747.0962916666667,28.306250000000002,167.90403700000002,9.681000000000001,0.0,0.0,0.0,0.25,0.75,0.0625,0.1875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.251493649,901321.8045166668,775.2349999999999,876.0416666666667,18.125,0.0,0.0,0.0,0.0,4.5,1.6875,51.45833333333333,4.0625,0.5625,0.5625,10.979166666666668,1.9375,0.0,0.0,4.083333333333334,0.875,0.1875,0.1875,0.1875,0.1875,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,25.5,3.1875,21.5625,4.3125,607.6648083333332,34.2475,0.0,0.0,0.0,0.03,0.0,605.5588228958334,27.9089375,10365.2652,88.17,7514.452187500001,80.06875000000001,0.0,1374.0803065000002,41.290125,0.0,-0.0015691217981108755,0.0188299953095948,0.05969358284660345,0.07824112849952702,0.10478988976946184,0.121573526070034,0.1216015025970172,0.08114571838467008,0.01694758613361065,0.3613114563890675,0.013484452657119388,0.0011248608620414331,0.008510511465230509,0.0593663924403475,0.04739333325806504,0.03100747064870892,0.02041213618740999,0.025893447821709305,0.18785718871247328,0.1050229180258558,0.08191528404708212,0.047393017502481684,0.0,0.0,0.16322549999999997,0.38925,3.0521158124999994,1.9535624999999999,0.18984591666666664,0.526375,1.7150036458333333,1.4271875,9.344393,3.38075,1.0316139770000001,4.0,3.0,11.640208333333334,2.959375,9.0,2362.139303,0.023283046,300.0,0.28114540077
33_300_1,581.25,23.25,2285.8487521203547,60.881268280625,2729.8956240454168,49.7934125,0.0,3837397.666666666,1688.5,0.0,0.0,13588.40625,108.5625,30778.125,188.4375,0.0,0.0,15313160.0,3070.0,739.7440606913372,34.895416666875,27940.093649999995,132.7825,2759.158125,55.293749999999996,1.6011979166666668,1.109375,"dict_items([('Ru', 3), ('Mg', 1.0), ('K', 12)])",0.0,7929.851146874999,70.824375,32.97751730452832,5.1134809125,4468.093361101563,52.511593749999996,156.7270697916667,9.516875,0.0,0.0,-10.428279128611637,-2.6435405985000004,0.454932875,0.6763125,739.8887858541666,28.2655625,156.7270697916667,9.516875,0.0,0.0,0.0,0.5416666666666666,0.8125,0.0625,0.1875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.9668549940000001,1029653.7168916665,798.8975,719.6666666666667,17.0,0.01,0.0,0.0,0.0,2.5,1.5,8.708333333333332,2.375,0.5625,0.5625,3.0625,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,8.708333333333332,2.375,16.5,4.125,739.7440606913372,34.895416666875,0.0,0.0,0.0,0.03,0.0,587.8402940848521,27.804704375,17511.619037500004,102.23375,12336.7153,86.22250000000001,0.0,2300.9362088810417,44.70160625,0.0,0.015401387819898943,0.016955057835497573,0.061016829187450036,0.10837929577449062,0.1425676254428565,0.15218138072346274,0.15774134702495898,0.10373849776691844,0.012254198460884177,0.2033386844967028,0.0011472586732768134,0.001530960361878086,0.0006282648287341508,0.04021981780943359,0.025947838412776973,0.0327441069619877,0.02530242640362806,0.03733257039878198,0.08883825868461763,0.08050569544019702,0.0274223010430433,0.01917637270255693,0.0,0.0,0.14836875,0.36187499999999995,3.0918624999999995,1.9568749999999997,0.2044109375,0.5309375000000001,1.7039953125,1.4259375,9.3873046875,3.3828125,1.048951049,6.0,3.0,10.787812500000003,2.9156250000000004,9.0,2259.4,0.005196434000000001,300.0,0.44122238199499997
58_300_0,1215.0,27.0,2264.278237769116,60.82166941125001,6312.618267514166,59.429975,0.0,6570731.229166666,1908.0625,0.0,0.0,8103.541666666667,100.25,33284.916666666664,190.5625,0.0,0.0,33552560.666666668,3793.25,810.7573500000001,35.235,17990.8608,116.16,2759.158125,55.293749999999996,1.5966,1.1087500000000001,"dict_items([('Ru', 3), ('Hf', 1.0), ('K', 12)])",0.0,5124.5067,61.995,31.260907320694905,5.0621581,2250.7162499999995,47.765625,242.68111979166665,10.686875,0.0,0.0,-21.388996506190917,-3.1692922875625005,0.23591537499999998,0.621375,749.4250604166668,28.319375,242.68111979166665,10.686875,0.01,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.792496931,1630926.2558499998,897.835,539.5,15.5625,0.0,0.0,0.0,0.0,8.666666666666666,2.0,30.375,3.375,3.895833333333333,1.0625,4.3125,1.4375,0.0,0.0,4.083333333333334,0.875,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,10.833333333333332,2.5,21.5625,4.3125,810.7573500000001,35.235,0.0,0.0,0.0,0.03,0.0,587.466825,27.802500000000002,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1338.3808756666665,41.148875000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19393749999999998,0.40125,3.4571625000000004,1.986875,0.22062760416666666,0.5359375000000001,1.9273286458333336,1.4509375,10.548354687500002,3.4378125,1.064773736,3.0,3.0,10.96875,2.9250000000000003,14.0,2248.3080809999997,0.040118522999999996,300.0,0.6860212078749999
62_300_0,626.5,22.375,2353.6487756497736,61.70804667625001,2935.8826566174557,47.576964000000004,0.0,4891610.166666666,1714.75,0.0,0.0,7331.555833333334,93.475,33172.75,191.75,0.0,0.0,13840816.708333334,2561.375,843.9696416666666,35.8475,21270.512025,135.92249999999999,2865.185,51.224999999999994,1.5476000000000003,1.06,"dict_items([('Ru', 2), ('Sc', 2.0), ('K', 12)])",0.0,6401.64369375,73.45125,30.411860427319596,4.995746225,3687.1584993975002,54.868674999999996,152.92364583333335,8.3375,0.0,0.0,-15.241376300070089,-2.75817311725,0.3482885,0.6685,749.5046833333334,28.3975,152.92364583333335,8.3375,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.591565323,1276639.5648083333,805.0225,247.91666666666663,10.625,0.0,0.0,0.0,0.0,11.083333333333334,2.375,8.5,2.125,6.0,1.5,2.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,8.5,2.125,17.875,4.125,843.9696416666666,35.8475,0.0,0.0,0.0,0.02,0.02,559.2229199230376,27.41747125,13470.5676,105.42,9283.960400000002,88.38500000000002,0.0,1353.7049111031502,41.0078325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1403083333333333,0.37249999999999994,3.4031083333333334,1.9862499999999998,0.22049895833333333,0.535625,1.8882302083333335,1.450625,10.362178125,3.436875,1.0403726709999999,3.0,3.0,10.059791666666666,2.76875,11.0,2552.3503739999996,0.0026545229999999998,300.0,0.7433750520500001
38_300_1,671.0,22.875,2036.2434464298994,60.108470870000005,3175.338245951105,48.824730625,0.0,4202490.041666667,1618.625,0.0,0.0,7006.925462499999,92.47625,30561.0,187.875,0.0,0.0,21537637.333333336,3122.0,721.8161416666666,34.7975,24539.141024999997,140.4725,2443.2287499999998,48.9625,1.6509125,1.08375,"dict_items([('Ru', 2), ('Mn', 2.0), ('K', 12)])",0.0,5508.11885,71.045,32.56050747375056,5.104812475,2919.4845375,52.082499999999996,146.94711875000002,8.18875,0.0,0.0,-19.95684821574114,-3.1000546372500004,0.32299025,0.6573749999999999,759.74335,28.497500000000002,146.94711875000002,8.18875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.46879234700000005,1142627.087725,768.1475,582.75,15.75,0.0,0.02,0.0,0.0,6.25,1.875,14.0,2.625,2.6666666666666665,1.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,14.0,2.625,17.875,4.125,721.8161416666666,34.7975,0.0,0.0,0.0,0.02,0.0,592.757725,27.7725,12201.625598062497,103.070375,8433.75,86.50000000000001,0.0,1515.596727333333,42.12175,0.0,0.037456517863370266,0.029728763446719413,0.061796360646981165,0.10178592177055627,0.1435438870743759,0.14700239663040698,0.148221175331643,0.10228126534200807,0.008754132798504316,0.05265044607628151,0.010765191636032888,0.01123776070535781,0.011591388341087541,0.08103433191256235,0.03973805805702803,0.05321863219281893,0.04344718381044918,0.033228276451464187,0.01571042145101821,0.11218884247604294,0.010428849082296118,0.04728645717377007,0.0,0.0,0.12687500000000002,0.3625,3.143983333333333,1.9487499999999998,0.20460312500000002,0.526875,1.741796875,1.421875,9.566957291666668,3.370625,1.142721218,3.0,3.0,11.772291666666668,2.91875,0.0,2055.173267,0.011298785,300.0,0.3718333211100001
42_300_0,674.9166666666666,22.25,1999.9609790851907,59.785381493125,3092.00859976375,46.6456125,0.0,4746249.270833334,1647.8125,0.0,0.0,10474.06,101.23125,29109.208333333332,184.625,0.0,0.0,22763896.75,3085.375,681.7199749999999,34.2975,23217.005400000002,146.535,5550.766041666666,63.631249999999994,1.8251270833333333,1.110625,"dict_items([('Ru', 1), ('Ni', 3.0), ('K', 12)])",0.0,6051.696,76.25625,33.18903645048235,5.147991225,3241.3047562499996,55.97624999999999,144.85656770833336,7.440625,0.0,0.0,-12.870127043639958,-2.4377552397500004,0.3193980416666667,0.665875,759.87673125,28.591875,144.85656770833336,7.440625,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.19801765,1151275.21085,739.335,687.5,17.1875,0.0,0.0,0.0,0.03,3.2083333333333335,1.375,19.791666666666664,3.125,0.9375,0.5625,9.6875,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,19.791666666666664,3.125,17.604166666666664,4.0625,681.7199749999999,34.2975,0.0,0.0,0.0,0.01,0.0,625.1352127591,28.1766575,14170.107600000001,113.1075,9830.760000000002,94.80000000000001,0.0,1559.2337040000002,42.732,0.0,0.010651220273612016,0.002370486196306502,0.0646485669463079,0.09231005547226964,0.1118350592773718,0.13351939097184584,0.1408903409668906,0.09537913682348204,0.014558126925051831,0.3878019025253002,0.010982906699177564,0.004266834521103064,0.005276829633732811,0.015867879944170302,0.03582143572227039,0.05003989537857551,0.027448992129371016,0.019983251566853245,0.2970115297254429,0.08759976471771587,0.037948030177743834,0.026247724915166137,0.0,0.0,0.11577343749999999,0.3421875,3.111325,1.9324999999999999,0.20774531250000003,0.5259375000000001,1.7089734375,1.4065625000000002,9.4328515625,3.3390625000000003,1.0743310209999999,5.0,3.0,12.850000000000003,3.0,14.0,1992.775,0.026691499,300.0,0.303640155905
31_300_0,826.625,24.3125,2608.7107247891036,63.923868075625,3994.3237180035935,52.310446875000004,0.0,5228505.270833334,1728.8125,0.0,0.0,6896.846249999999,87.4125,35394.333333333336,197.0,0.0,0.0,13294885.083333332,2253.625,938.5546625,37.27875,19920.92415,140.3475,2879.6327083333335,48.18125,1.3868333333333334,0.98125,"dict_items([('Ru', 1), ('Y', 3.0), ('K', 12)])",0.0,6101.606475,76.4325,29.154967233529224,4.881272475,3465.6492336562496,57.0444375,109.83970208333335,6.29875,0.0,0.0,-14.578011850416216,-2.6099318406875,0.2751935,0.6385,766.5662812500001,28.678125,109.83970208333335,6.29875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.8505184020000001,1189817.7827249998,752.6475,189.33333333333334,8.0,0.0,0.0,0.0,0.0,12.541666666666668,2.6875,7.25,1.8125,7.5,1.875,1.6666666666666665,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,7.25,1.8125,19.833333333333336,4.25,938.5546625,37.27875,0.0,0.0,0.0,0.01,0.0,546.7786893333334,27.062,12836.4576,109.92,8849.1975,91.98750000000001,0.0,1263.3581414999999,39.981375,0.0,0.035089973647580056,0.024237366725560854,0.06706209022020422,0.11284750863197833,0.1249424718819419,0.14945478714050514,0.15331980539709197,0.09517336760489452,0.006651435731906519,1.2916189740284398,0.00692676765994138,0.0033435081423454373,0.006336818705759397,0.018142702242336092,0.020478791148338588,0.04004430896846177,0.02709169524256629,0.028258367769063562,0.3999667352553901,0.1060147110448098,0.0791302178677431,0.05317420029109501,0.03,0.0,0.19337499999999996,0.41437499999999994,3.4997416666666665,2.0075,0.21782031250000003,0.5334375,1.9678734375,1.4740625,10.717409895833333,3.4815625,1.048180924,5.0,3.0,9.493750000000002,2.625,10.0,2008.575,0.028151119,300.0,0.6350362353599999
86_300_0,875.0,25.0,2116.5002085351393,60.5194928975,4246.568734180833,53.952475,0.0,6707017.041666666,1940.875,0.0,0.0,12959.375,108.75,31814.75,189.75,0.0,0.0,27214071.5,3473.25,770.5508916666666,35.2225,20014.5764,134.10999999999999,4280.573333333333,57.949999999999996,2.0029333333333335,1.1600000000000001,"dict_items([('Ru', 2), ('Mo', 2.0), ('K', 12)])",0.0,4718.38859375,68.80624999999999,31.71176886199935,5.062113725000001,2762.2935375,51.482499999999995,294.28009999999995,11.26,0.0,0.0,-23.451143353197235,-3.3282474522500003,0.26119275,0.628875,730.9566,28.215000000000003,294.28009999999995,11.26,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.007846155,1830249.823975,940.2725,563.1666666666667,15.5,0.0,0.0,0.02,0.0,7.333333333333333,2.0,12.5,2.5,2.6666666666666665,1.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12.5,2.5,19.833333333333336,4.25,770.5508916666666,35.2225,0.0,0.0,0.0,0.02,0.0,598.9702083333334,27.8375,12632.811335999999,103.878,6994.352662610001,83.15345,0.0,1396.1747090000001,41.304500000000004,0.0,0.032120535981508117,0.03900696531136108,0.06803342610784477,0.10458779684527604,0.14480107516619029,0.1464617185759986,0.15149370281551458,0.09628971599420008,0.016585108314614544,0.2810602237975799,0.004887577619609951,0.0030596123881887483,-0.00018372882198732995,0.07894540901033001,0.020678274025566518,0.025153201457017653,0.02145860430708876,0.023693171796124683,0.1680078996712152,0.07225938883010236,0.05026784470464448,0.033490555489707814,0.0,0.0,0.17248333333333332,0.39499999999999996,3.376858333333333,1.9825,0.21363645833333336,0.531875,1.8882302083333335,1.450625,10.316540625000002,3.433125,0.93,2.0,3.0,12.069375000000003,2.94375,5.0,2111.275,0.007846155,300.0,0.26025251516999987
